,timestamp,name,value,meta.host,meta.job,meta.node,meta.plugin,meta.sensor,meta.task,meta.vsn,meta.zone
2396,2024-08-07 16:50:33.567147123+00:00,env.relative_humidity,22.729,000048b02d3af447.ws-nxcore,Pluginctl,000048b02d3af447,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W07E,core
2493,2024-08-07 16:50:40.515936836+00:00,env.temperature,40.82,000048b02d3ae27a.ws-nxcore,Pluginctl,000048b02d3ae27a,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W020,core
2142,2024-08-07 16:50:55.837719748+00:00,env.pressure,99446.453125,000048b02d3af4a3.ws-nxcore,Pluginctl,000048b02d3af4a3,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W083,core
2575,2024-08-07 16:50:42.844922600+00:00,env.temperature,27.75,0000e45f01c27655.ws-rpi,Pluginctl,000048b02d35a9ed,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W05D,enclosure
2460,2024-08-07 16:50:41.609966265+00:00,env.relative_humidity,50.701,0000e45f01451fc4.ws-rpi,Pluginctl,000048b02dd3c636,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B4,shield
2500,2024-08-07 16:50:42.134205465+00:00,env.temperature,45.93,000048b02d3ae319.ws-nxcore,Pluginctl,000048b02d3ae319,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W080,core
2534,2024-08-07 16:50:34.762249441+00:00,env.temperature,26.35,0000d83add0dbd52.ws-rpi,Pluginctl,000048b02dd3c6f0,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B0,shield
2196,2024-08-07 16:50:39.937626913+00:00,env.pressure,98912,0000e45f012e3f0d.ws-rpi,Pluginctl,000048b02dd3c722,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B9,shield
2451,2024-08-07 16:50:50.877960726+00:00,env.relative_humidity,57.833,0000e45f012e3796.ws-rpi,Pluginctl,000048b02d3ae31c,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W065,shield
2424,2024-08-07 16:50:29.144723145+00:00,env.relative_humidity,49.278,0000d83add0dbd5e.ws-rpi,Pluginctl,000048b02dd3c296,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W09F,shield
2170,2024-08-07 16:50:31.809359496+00:00,env.pressure,98891,0000d83add18c2c6.ws-rpi,Pluginctl,000048b02dd3c810,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B7,shield
2400,2024-08-07 16:50:55.840772450+00:00,env.relative_humidity,14.835,000048b02d3af4a3.ws-nxcore,Pluginctl,000048b02d3af4a3,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W083,core
2191,2024-08-07 16:50:33.924681204+00:00,env.pressure,98840,0000dca632ed7151.ws-rpi,Pluginctl,000048b02d3ae2f5,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W08B,shield
2188,2024-08-07 16:50:54.347151146+00:00,env.pressure,95391,0000dca632ed6d06.ws-rpi,Pluginctl,000048b02d35a97c,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W08C,shield
2554,2024-08-07 16:50:53.633861934+00:00,env.temperature,18.65,0000dca632e9bc74.ws-rpi,Pluginctl,000048b02d35a9ce,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W085,shield
2122,2024-08-07 16:50:38.215050965+00:00,env.pressure,99495.39843700001,000048b02d35a9ed.ws-nxcore,Pluginctl,000048b02d35a9ed,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W05D,core
2180,2024-08-07 16:50:49.476877803+00:00,env.pressure,98530,0000dca632a307bf.ws-rpi,Pluginctl,000048b02d15bc7d,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W028,shield
2183,2024-08-07 16:50:37.844445007+00:00,env.pressure,54916.99999999999,0000dca632e9bafd.ws-rpi,Pluginctl,000048b02d35a87e,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W08E,shield
2175,2024-08-07 16:50:55.694280407+00:00,env.pressure,100208,0000dca632a2fa54.ws-rpi,Pluginctl,000048b02d15bc87,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W019,shield
2429,2024-08-07 16:50:30.791533051+00:00,env.relative_humidity,49.878,0000d83add18ca94.ws-rpi,Pluginctl,000048b02dd3c543,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W096,shield
2395,2024-08-07 16:50:42.083998466+00:00,env.relative_humidity,14.452,000048b02d3af41e.ws-nxcore,Pluginctl,000048b02d3af41e,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W07B,core
2423,2024-08-07 16:50:34.761360551+00:00,env.relative_humidity,55.339,0000d83add0dbd52.ws-rpi,Pluginctl,000048b02dd3c6f0,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B0,shield
2123,2024-08-07 16:50:28.137064858+00:00,env.pressure,99380.398437,000048b02d3ae277.ws-nxcore,Pluginctl,000048b02d3ae277,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W08D,core
2558,2024-08-07 16:50:52.391961599+00:00,env.temperature,24.09,0000dca632ed706e.ws-rpi,Pluginctl,000048b02d3af447,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W07E,shield
2473,2024-08-07 16:50:37.386502143+00:00,env.temperature,47.82,000048b02d05a1c6.ws-nxcore,Pluginctl,000048b02d05a1c6,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W027,core
2497,2024-08-07 16:50:36.523825562+00:00,env.temperature,48.13,000048b02d3ae2f4.ws-nxcore,Pluginctl,000048b02d3ae2f4,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W084,core
2376,2024-08-07 16:50:34.870580175+00:00,env.relative_humidity,14.986,000048b02d35a97c.ws-nxcore,Pluginctl,000048b02d35a97c,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W08C,core
2542,2024-08-07 16:50:46.875957312+00:00,env.temperature,-131.53,0000d83add18cc59.ws-rpi,Pluginctl,000048b02dd3c551,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B2,shield
2181,2024-08-07 16:50:37.278916610+00:00,env.pressure,31501,0000dca632de1039.ws-rpi,Pluginctl,000048b02d3ae319,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W080,shield
2121,2024-08-07 16:50:28.051247567+00:00,env.pressure,98140.457031,000048b02d35a9ce.ws-nxcore,Pluginctl,000048b02d35a9ce,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W085,core
2126,2024-08-07 16:50:56.995954707+00:00,env.pressure,80180,000048b02d3ae2f2.ws-nxcore,,000048b02d3ae2f2,registry.sagecontinuum.org/seanshahkarami/air-quality:0.2.0,es642,air-quality,W06F,core
2531,2024-08-07 16:50:31.116171595+00:00,env.temperature,19.57,0000d83add0dbd13.ws-rpi,Pluginctl,000048b02dd3c637,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0BE,shield
2169,2024-08-07 16:50:53.460891681+00:00,env.pressure,98943,0000d83add18b39c.ws-rpi,Pluginctl,000048b02dd3c64a,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B6,shield
2137,2024-08-07 16:50:42.089505129+00:00,env.pressure,99461.86328100001,000048b02d3af41e.ws-nxcore,Pluginctl,000048b02d3af41e,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W07B,core
2482,2024-08-07 16:50:56.908749216+00:00,env.temperature,53.82,000048b02d15bc8c.ws-nxcore,Pluginctl,000048b02d15bc8c,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W039,core
2109,2024-08-07 16:50:38.289605796+00:00,env.pressure,99442.72656200001,000048b02d15bc73.ws-nxcore,Pluginctl,000048b02d15bc73,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W024,core
2372,2024-08-07 16:50:43.471972387+00:00,env.relative_humidity,10.002,000048b02d15bda5.ws-nxcore,Pluginctl,000048b02d15bda5,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W022,core
2131,2024-08-07 16:50:42.139660133+00:00,env.pressure,99492.664062,000048b02d3ae319.ws-nxcore,Pluginctl,000048b02d3ae319,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W080,core
2457,2024-08-07 16:50:56.578514818+00:00,env.relative_humidity,81.189,0000e45f0144fcf4.ws-rpi,Pluginctl,000048b02d35a9b2,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W058,shield
2441,2024-08-07 16:50:37.845184837+00:00,env.relative_humidity,0,0000dca632e9bafd.ws-rpi,Pluginctl,000048b02d35a87e,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W08E,shield
2368,2024-08-07 16:50:42.442574383+00:00,env.relative_humidity,17.486,000048b02d15bc7c.ws-nxcore,Pluginctl,000048b02d15bc7c,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W023,core
2392,2024-08-07 16:50:49.383301165+00:00,env.relative_humidity,23.015,000048b02d3ae31e.ws-nxcore,Pluginctl,000048b02d3ae31e,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W071,core
2481,2024-08-07 16:50:29.892132915+00:00,env.temperature,41.19,000048b02d15bc87.ws-nxcore,Pluginctl,000048b02d15bc87,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W019,core
2124,2024-08-07 16:50:40.522635484+00:00,env.pressure,99859.933593,000048b02d3ae27a.ws-nxcore,Pluginctl,000048b02d3ae27a,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W020,core
2375,2024-08-07 16:50:27.670644281+00:00,env.relative_humidity,14.136,000048b02d35a87e.ws-nxcore,Pluginctl,000048b02d35a87e,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W08E,core
2174,2024-08-07 16:50:52.040012378+00:00,env.pressure,98909,0000dca63288face.ws-rpi,Pluginctl,000048b02dd3c6cf,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B5,shield
2184,2024-08-07 16:50:56.639500798+00:00,env.pressure,99538,0000dca632e9bc07.ws-rpi,Pluginctl,000048b02d3af41e,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W07B,shield
2159,2024-08-07 16:50:46.828742315+00:00,env.pressure,98851.894531,000048b02dd3c810.ws-nxcore,Pluginctl,000048b02dd3c810,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B7,core
2544,2024-08-07 16:50:55.685276738+00:00,env.temperature,20.6,0000dca632a2fa54.ws-rpi,Pluginctl,000048b02d15bc87,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W019,shield
2571,2024-08-07 16:50:41.611350358+00:00,env.temperature,27,0000e45f01451fc4.ws-rpi,Pluginctl,000048b02dd3c636,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B4,shield
2526,2024-08-07 16:50:32.985487758+00:00,env.temperature,46.03,000048b02dd3c722.ws-nxcore,Pluginctl,000048b02dd3c722,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B9,core
2178,2024-08-07 16:50:34.934885241+00:00,env.pressure,42038,0000dca632a306d8.ws-rpi,Pluginctl,000048b02d15c31a,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W01A,shield
2125,2024-08-07 16:50:32.866917286+00:00,env.pressure,99417.039062,000048b02d3ae2e2.ws-nxcore,Pluginctl,000048b02d3ae2e2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W041,core
2402,2024-08-07 16:50:42.389926944+00:00,env.relative_humidity,25.421,000048b02dd3c427.ws-nxcore,Pluginctl,000048b02dd3c427,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W097,core
2390,2024-08-07 16:50:33.125944311+00:00,env.relative_humidity,8.046,000048b02d3ae31a.ws-nxcore,Pluginctl,000048b02d3ae31a,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W094,core
2549,2024-08-07 16:50:49.478251143+00:00,env.temperature,27.74,0000dca632a307bf.ws-rpi,Pluginctl,000048b02d15bc7d,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W028,shield
2488,2024-08-07 16:50:50.976771860+00:00,env.temperature,39.65,000048b02d35a9b2.ws-nxcore,Pluginctl,000048b02d35a9b2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W058,core
2134,2024-08-07 16:50:49.377663544+00:00,env.pressure,101819.945312,000048b02d3ae31e.ws-nxcore,Pluginctl,000048b02d3ae31e,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W071,core
2541,2024-08-07 16:50:43.619880416+00:00,env.temperature,22.54,0000d83add18cb30.ws-rpi,Pluginctl,000048b02d15bda5,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W022,shield
2445,2024-08-07 16:50:41.038389412+00:00,env.relative_humidity,65.714,0000dca632ed2f3a.ws-rpi,Pluginctl,000048b02d3af4a3,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W083,shield
2472,2024-08-07 16:50:30.817654848+00:00,env.temperature,45.6,000048b02d05a1c2.ws-nxcore,Pluginctl,000048b02d05a1c2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W02C,core
2410,2024-08-07 16:50:34.244616337+00:00,env.relative_humidity,16.685,000048b02dd3c641.ws-nxcore,Pluginctl,000048b02dd3c641,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W09D,core
2512,2024-08-07 16:50:55.403225614+00:00,env.temperature,49.91,000048b02dd3c296.ws-nxcore,Pluginctl,000048b02dd3c296,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W09F,core
2557,2024-08-07 16:50:54.347713896+00:00,env.temperature,19.62,0000dca632ed6d06.ws-rpi,Pluginctl,000048b02d35a97c,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W08C,shield
2564,2024-08-07 16:50:50.677443418+00:00,env.temperature,21.42,0000e45f012e38c2.ws-rpi,Pluginctl,000048b02d3ae2f2,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W06F,shield
2434,2024-08-07 16:50:53.405493162+00:00,env.relative_humidity,46.336,0000dca632a3058b.ws-rpi,Pluginctl,000048b02d15bc7c,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W023,shield
2543,2024-08-07 16:50:52.040737094+00:00,env.temperature,27.74,0000dca63288face.ws-rpi,Pluginctl,000048b02dd3c6cf,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B5,shield
2464,2024-08-07 16:50:42.845777101+00:00,env.relative_humidity,49.768,0000e45f01c27655.ws-rpi,Pluginctl,000048b02d35a9ed,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W05D,enclosure
2505,2024-08-07 16:50:36.317119261+00:00,env.temperature,44.55,000048b02d3ae33d.ws-nxcore,Pluginctl,000048b02d3ae33d,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W07D,core
2111,2024-08-07 16:50:33.995329678+00:00,env.pressure,98538.3125,000048b02d15bc7d.ws-nxcore,Pluginctl,000048b02d15bc7d,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W028,core
2118,2024-08-07 16:50:34.866773270+00:00,env.pressure,95314.457031,000048b02d35a97c.ws-nxcore,Pluginctl,000048b02d35a97c,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W08C,core
2519,2024-08-07 16:50:45.226432553+00:00,env.temperature,48.91,000048b02dd3c636.ws-nxcore,Pluginctl,000048b02dd3c636,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B4,core
2525,2024-08-07 16:50:35.897553290+00:00,env.temperature,45.92,000048b02dd3c6f0.ws-nxcore,Pluginctl,000048b02dd3c6f0,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B0,core
2450,2024-08-07 16:50:46.385149526+00:00,env.relative_humidity,58.543,0000e45f012e378d.ws-rpi,Pluginctl,000048b02dd3c51f,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W099,shield
2197,2024-08-07 16:50:30.836774117+00:00,env.pressure,98945,0000e45f012e4024.ws-rpi,Pluginctl,000048b02d15bc68,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W087,shield
2459,2024-08-07 16:50:32.077852007+00:00,env.relative_humidity,55.556,0000e45f014506ce.ws-rpi,Pluginctl,000048b02d3af460,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W06E,shield
2446,2024-08-07 16:50:54.346359751+00:00,env.relative_humidity,64.306,0000dca632ed6d06.ws-rpi,Pluginctl,000048b02d35a97c,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W08C,shield
2530,2024-08-07 16:50:27.847718264+00:00,env.temperature,26.97,0000d83add0dbcb6.ws-rpi,Pluginctl,000048b02dd3c42d,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0AF,shield
2555,2024-08-07 16:50:35.533666712+00:00,env.temperature,24.08,0000dca632e9bc92.ws-rpi,Pluginctl,000048b02d35a9ed,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W05D,shield
2458,2024-08-07 16:50:33.368635102+00:00,env.relative_humidity,50.946,0000e45f014505fa.ws-rpi,Pluginctl,000048b02dd3c644,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0AE,shield
2204,2024-08-07 16:50:45.567192178+00:00,env.pressure,79940,0000e45f01453930.ws-rpi,Pluginctl,000048b02d3ae2f4,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W084,shield
2369,2024-08-07 16:50:33.987780167+00:00,env.relative_humidity,14.144,000048b02d15bc7d.ws-nxcore,Pluginctl,000048b02d15bc7d,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W028,core
2362,2024-08-07 16:50:37.378563964+00:00,env.relative_humidity,17.933,000048b02d05a1c6.ws-nxcore,Pluginctl,000048b02d05a1c6,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W027,core
2206,2024-08-07 16:50:42.843803562+00:00,env.pressure,99600,0000e45f01c27655.ws-rpi,Pluginctl,000048b02d35a9ed,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W05D,enclosure
2377,2024-08-07 16:50:50.973370373+00:00,env.relative_humidity,15.276,000048b02d35a9b2.ws-nxcore,Pluginctl,000048b02d35a9b2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W058,core
2556,2024-08-07 16:50:41.037433097+00:00,env.temperature,25.13,0000dca632ed2f3a.ws-rpi,Pluginctl,000048b02d3af4a3,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W083,shield
2452,2024-08-07 16:50:35.650675921+00:00,env.relative_humidity,46.828,0000e45f012e383b.ws-rpi,Pluginctl,000048b02d3ae337,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W067,shield
2189,2024-08-07 16:50:52.390125019+00:00,env.pressure,99895,0000dca632ed706e.ws-rpi,Pluginctl,000048b02d3af447,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W07E,shield
2168,2024-08-07 16:50:39.238888919+00:00,env.pressure,98801,0000d83add0dbd79.ws-rpi,Pluginctl,000048b02dd3c814,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B3,shield
2144,2024-08-07 16:50:42.385328830+00:00,env.pressure,88404.80078100001,000048b02dd3c427.ws-nxcore,Pluginctl,000048b02dd3c427,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W097,core
2536,2024-08-07 16:50:53.890779665+00:00,env.temperature,26.04,0000d83add0dbd61.ws-rpi,Pluginctl,000048b02dd3c5e0,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B1,shield
2420,2024-08-07 16:50:31.113803269+00:00,env.relative_humidity,100,0000d83add0dbd13.ws-rpi,Pluginctl,000048b02dd3c637,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0BE,shield
2565,2024-08-07 16:50:39.940312834+00:00,env.temperature,26.21,0000e45f012e3f0d.ws-rpi,Pluginctl,000048b02dd3c722,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W0B9,shield
2552,2024-08-07 16:50:37.843306919+00:00,env.temperature,-130.59,0000dca632e9bafd.ws-rpi,Pluginctl,000048b02d35a87e,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W08E,shield
2384,2024-08-07 16:50:56.995954707+00:00,env.relative_humidity,0.34,000048b02d3ae2f2.ws-nxcore,,000048b02d3ae2f2,registry.sagecontinuum.org/seanshahkarami/air-quality:0.2.0,es642,air-quality,W06F,core
2484,2024-08-07 16:50:42.716045497+00:00,env.temperature,58.33,000048b02d15bdcd.ws-nxcore,Pluginctl,000048b02d15bdcd,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W029,core
2439,2024-08-07 16:50:37.277967299+00:00,env.relative_humidity,61.385,0000dca632de1039.ws-rpi,Pluginctl,000048b02d3ae319,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W080,shield
2524,2024-08-07 16:50:50.617817925+00:00,env.temperature,47.66,000048b02dd3c6cf.ws-nxcore,Pluginctl,000048b02dd3c6cf,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W0B5,core
2553,2024-08-07 16:50:56.640946443+00:00,env.temperature,26.85,0000dca632e9bc07.ws-rpi,Pluginctl,000048b02d3af41e,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W07B,shield
2576,2024-08-07 16:50:43.353103296+00:00,env.temperature,23.45,0000e45f01c27bb0.ws-rpi,Pluginctl,000048b02d15bda5,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W022,enclosure
2361,2024-08-07 16:50:30.810821037+00:00,env.relative_humidity,17.883,000048b02d05a1c2.ws-nxcore,Pluginctl,000048b02d05a1c2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W02C,core
2496,2024-08-07 16:50:49.189612759+00:00,env.temperature,47.58,000048b02d3ae2f2.ws-nxcore,Pluginctl,000048b02d3ae2f2,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W06F,core
2572,2024-08-07 16:50:46.900527664+00:00,env.temperature,23.01,0000e45f014524c6.ws-rpi,Pluginctl,000048b02d3af476,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W051,shield
2401,2024-08-07 16:50:55.400257459+00:00,env.relative_humidity,7.002,000048b02dd3c296.ws-nxcore,Pluginctl,000048b02dd3c296,waggle/plugin-iio:0.6.0,bme280,wes-iio-bme280,W09F,core
2442,2024-08-07 16:50:56.641721127+00:00,env.relative_humidity,54.374,0000dca632e9bc07.ws-rpi,Pluginctl,000048b02d3af41e,waggle/plugin-iio:0.7.0,bme680,wes-iio-bme680,W07B,shield
